user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_clean,kyc_status_clean,risk_segment_clean,pan_clean,missing_pan_flag,invalid_pan_flag,aadhaar_clean,missing_aadhaar_flag,masked_aadhaar_flag,invalid_aadhaar_flag,date_of_birth_clean,missing_dob_flag,invalid_dob_flag,monthly_income_clean,missing_income_flag,negative_income_flag,invalid_income_flag,signup_timestamp_clean,missing_signup_timestamp_flag,future_signup_flag,city_clean,state_clean,occupation_clean,full_name_clean,kyc_status_conflict_flag,name_conflict_flag,pan_conflict_flag,aadhaar_conflict_flag,dob_conflict_flag,identity_conflict_score,user_id_core,kyc_record_count
usr45895,Daniel Chand,QZNWK1895V,0782518845738,09-Jan-1998,jaipur,Rajasthan,,Freelancer,2026/03/03,Verified,low,USR45895,APPROVED,LOW,QZNWK1895V,0,0,0782518845738,0,0,1,1998-01-09 00:00:00,0,0,,1,0,0,2026-03-03 00:00:00,0,0,Jaipur,Rajasthan,Freelancer,DANIEL CHAND,0,0,0,0,0,0,45895,1
USR45897,  Triveni Uppal  ,TCSXP3355U,840120204790,1996-07-08 21:03:07,New Delhi,Delhi,37044,Unemployed,03-08-2026,Verified,Medium,USR45897,APPROVED,MEDIUM,TCSXP3355U,0,0,840120204790,0,0,0,1996-07-08 21:03:07,0,0,37044.0,0,0,0,2026-08-03 00:00:00,0,0,Delhi,Delhi,Unemployed,TRIVENI UPPAL,0,0,0,0,0,0,45897,1
USR45900,Anmol Jani,,0593 7025 4559,20/04/1987,HYDERABAD,Telangana,"INR 12,525",Self Employed,12-Jul-2024,Done,MEDIUM,USR45900,APPROVED,MEDIUM,,1,0,059370254559,0,0,0,1987-04-20 00:00:00,0,0,12525.0,0,0,0,2024-07-12 00:00:00,0,0,Hyderabad,Telangana,Self Employed,ANMOL JANI,0,0,0,0,0,0,45900,1
USR45902,kai gill,TPFHA4349N,751428431606,1989/03/05,Jalandhar,Punjab,"Rs. 16,933",Farmer,2025-01-30 06:53:09,APPROVED,LOW,USR45902,APPROVED,LOW,TPFHA4349N,0,0,751428431606,0,0,0,1989-03-05 00:00:00,0,0,16933.0,0,0,0,2025-01-30 06:53:09,0,0,Jalandhar,Punjab,Farmer,KAI GILL,0,0,0,0,0,0,45902,1
USR45904,Yadavi Garg,OCEGS3152P,377524777772,1970/02/04,Chennai,Tamil Nadu,Not Available,Student,1773424829,APPROVED,low,USR45904,APPROVED,LOW,OCEGS3152P,0,0,377524777772,0,0,0,1970-02-04 00:00:00,0,0,,1,0,1,2026-03-13 18:00:29,0,0,Chennai,Tamil Nadu,Student,YADAVI GARG,0,1,1,0,1,3,45904,2
usr45907,Hardik Ramesh,GUXKU9088P,6253 9431 9187,22-Jul-1970,delhi,Delhi,,Gig Worker,16/08/2025,VERIFIED,Medium,USR45907,APPROVED,MEDIUM,GUXKU9088P,0,0,625394319187,0,0,0,1970-07-22 00:00:00,0,0,,1,0,0,2025-08-16 00:00:00,0,0,Delhi,Delhi,Gig Worker,HARDIK RAMESH,0,0,0,0,0,0,45907,1
USR45908,Lohit Pingle,TJFZR2850S,XXXX-XXXX-6664,1994-03-11 21:23:34,Jalandar,Punjab,31.7k,Student,20/08/2024,KYC_DONE,medium,USR45908,APPROVED,MEDIUM,TJFZR2850S,0,0,XXXXXXXX6664,0,1,0,1994-03-11 21:23:34,0,0,31700.0,0,0,0,2024-08-20 00:00:00,0,0,Jalandhar,Punjab,Student,LOHIT PINGLE,0,0,0,0,0,0,45908,1
USR45909,ubika edwin,SWFPC1161A,0642-5112-0739,,Delhi,Delhi,7619,Salaried,2026-03-19 15:45:38,Pending,medium,USR45909,PENDING,MEDIUM,SWFPC1161A,0,0,064251120739,0,0,0,,1,0,7619.0,0,0,0,2026-03-19 15:45:38,0,0,Delhi,Delhi,Salaried,UBIKA EDWIN,1,1,1,1,1,4,45909,4
USR45910,Aarush Sarna,PDQQF1643W,521079567064,,Chennai,Tamil Nadu,20125,Freelancer,25/01/2025 04:06 AM,REJECTED,Low,USR45910,REJECTED,LOW,PDQQF1643W,0,0,521079567064,0,0,0,,1,0,20125.0,0,0,0,2025-01-25 04:06:00,0,0,Chennai,Tamil Nadu,Freelancer,AARUSH SARNA,0,0,0,0,0,0,45910,1
USR 45916,Yash Maharaj,DCFPV3095A,898617567542,37664857,Poona,Maharashtra,22553,Salaried,24-Sep-2024,Verified,Medium,USR45916,APPROVED,MEDIUM,DCFPV3095A,0,0,898617567542,0,0,0,1971-03-12 22:27:37,0,0,22553.0,0,0,0,2024-09-24 00:00:00,0,0,Pune,Maharashtra,Salaried,YASH MAHARAJ,0,0,0,0,0,0,45916,1
usr45917,Aarini Banerjee,OQTAR3518M,1644207459,14-Nov-2000,Bengaluru,Karnataka,8364,Freelancer,28-Apr-2024,Under Review,high,USR45917,IN_PROGRESS,HIGH,OQTAR3518M,0,0,1644207459,0,0,1,2000-11-14 00:00:00,0,0,8364.0,0,0,0,2024-04-28 00:00:00,0,0,Bengaluru,Karnataka,Freelancer,AARINI BANERJEE,0,0,0,0,0,0,45917,1
usr45923,PRANIT BORAH,FBHTZ0097E,2626-4079-0063,10/11/2003 12:13 PM,LKO,Uttar Pradesh,55643,Business Owner,,Done,medium,USR45923,APPROVED,MEDIUM,FBHTZ0097E,0,0,262640790063,0,0,0,2003-11-10 12:13:00,0,0,55643.0,0,0,0,,1,0,Lucknow,Uttar Pradesh,Business Owner,PRANIT BORAH,0,0,0,0,0,0,45923,1
USR45924,Pranit Grover,ZRIHU2504I,8878955515628,18/03/1969,Poona,Maharashtra,"₹6,976",Student,1759746784,Done,low,USR45924,APPROVED,LOW,ZRIHU2504I,0,0,8878955515628,0,0,1,1969-03-18 00:00:00,0,0,6976.0,0,0,0,2025-10-06 10:33:04,0,0,Pune,Maharashtra,Student,PRANIT GROVER,0,0,0,0,0,0,45924,1
USR45925,Abeer Rege,PUQIY5102M,9749 6513 1177,,Bombay,Maharashtra,42515,Unemployed,26/10/2024,Under Review,Low,USR45925,IN_PROGRESS,LOW,PUQIY5102M,0,0,974965131177,0,0,0,,1,0,42515.0,0,0,0,2024-10-26 00:00:00,0,0,Mumbai,Maharashtra,Unemployed,ABEER REGE,1,1,0,1,0,2,45925,2
USR 45928,Agastya Naik,GYUEI2914Y,147586592473,05-10-1991,Pune,Maharashtra,"₹21,103",Business Owner,19/12/2024,V,medium,USR45928,APPROVED,MEDIUM,GYUEI2914Y,0,0,147586592473,0,0,0,1991-05-10 00:00:00,0,0,21103.0,0,0,0,2024-12-19 00:00:00,0,0,Pune,Maharashtra,Business Owner,AGASTYA NAIK,0,0,0,0,0,0,45928,1
USR45929,Brinda Karnik,JELNS4021U,2664 1608 6636,11-03-1987,Chennai,Tamil Nadu,"Rs. 42,938",Self Employed,,Done,Low,USR45929,APPROVED,LOW,JELNS4021U,0,0,266416086636,0,0,0,1987-11-03 00:00:00,0,0,42938.0,0,0,0,,1,0,Chennai,Tamil Nadu,Self Employed,BRINDA KARNIK,0,0,0,0,0,0,45929,1
USR45935,Yadavi Sandal,vnhos3262w,381205286271,2005/04/01,Poona,Maharashtra,39.9k,Gig Worker,10-11-2025,Done,low,USR45935,APPROVED,LOW,VNHOS3262W,0,0,381205286271,0,0,0,2005-04-01 00:00:00,0,0,39900.0,0,0,0,2025-11-10 00:00:00,0,0,Pune,Maharashtra,Gig Worker,YADAVI SANDAL,0,0,0,0,0,0,45935,1
usr45942,Udant K0ta,pqage3540k,4386 9382 2943,1967/10/31,Ludhiana,Punjab,21946,Salaried,07-29-2025,VERIFIED,High,USR45942,APPROVED,HIGH,PQAGE3540K,0,0,438693822943,0,0,0,1967-10-31 00:00:00,0,0,21946.0,0,0,0,2025-07-29 00:00:00,0,0,Ludhiana,Punjab,Salaried,UDANT K0TA,0,1,1,1,1,4,45942,2
USR45945,Matthew Keer,GSCGR9287S,2033-7184-4327,1127316299,DELHI,Delhi,19711,Unemployed,28/09/2025,KYC_DONE,LOW,USR45945,APPROVED,LOW,GSCGR9287S,0,0,203371844327,0,0,0,2005-09-21 15:24:59,0,0,19711.0,0,0,0,2025-09-28 00:00:00,0,0,Delhi,Delhi,Unemployed,MATTHEW KEER,1,1,1,1,1,4,45945,2
USR45946,PRANIT KHANNA,IRWNJ0564P,690672336400,07/05/1990 09:36 AM,Chennai,Tamil Nadu,"Rs. 5,000",Farmer,09-25-2025,REJECTED,UNKNOWN,USR45946,REJECTED,UNKNOWN,IRWNJ0564P,0,0,690672336400,0,0,0,1990-05-07 09:36:00,0,0,5000.0,0,0,0,2025-09-25 00:00:00,0,0,Chennai,Tamil Nadu,Farmer,PRANIT KHANNA,1,1,1,1,1,4,45946,2
USR45953,Kiaan Biswas,FQWWH 2263 Q,,,Lucknow,Uttar Pradesh,11713,Self Employed,05-09-2024,KYC_DONE,high,USR45953,APPROVED,HIGH,FQWWH2263Q,0,0,,1,0,0,,1,0,11713.0,0,0,0,2024-09-05 00:00:00,0,0,Lucknow,Uttar Pradesh,Self Employed,KIAAN BISWAS,0,0,0,0,0,0,45953,1
usr_45956,UPKAAR BUTALA,,978994746439,21/04/2005 04:17 PM,Chennai,Tamil Nadu,"Rs. 23,697",Business Owner,2024/11/06,V,low,USR45956,APPROVED,LOW,,1,0,978994746439,0,0,0,2005-04-21 16:17:00,0,0,23697.0,0,0,0,2024-11-06 00:00:00,0,0,Chennai,Tamil Nadu,Business Owner,UPKAAR BUTALA,0,1,0,1,0,2,45956,2
USR45957,nihal madan,BBFCE9463H,8887853253,1980/11/20,Mumbay,Maharashtra,65339,Retired,31/12/2024 11:44 AM,VERIFIED,HIGH,USR45957,APPROVED,HIGH,BBFCE9463H,0,0,8887853253,0,0,1,1980-11-20 00:00:00,0,0,65339.0,0,0,0,2024-12-31 11:44:00,0,0,Mumbai,Maharashtra,Retired,NIHAL MADAN,0,0,0,0,0,0,45957,1
USR 45958,Matthew Dayal,PVGRC9633A,584784726163,23/05/1977,lucknow,Uttar Pradesh,"₹40,557",Business Owner,16/11/2025 01:18 PM,Done,High,USR45958,APPROVED,HIGH,PVGRC9633A,0,0,584784726163,0,0,0,1977-05-23 00:00:00,0,0,40557.0,0,0,0,2025-11-16 13:18:00,0,0,Lucknow,Uttar Pradesh,Business Owner,MATTHEW DAYAL,0,0,0,0,0,0,45958,1
usr45960,Devansh Shukla,JPCDY5643J,XXXX-XXXX-7999,,pune,Maharashtra,-11045,Retired,1735726719,Verified,low,USR45960,APPROVED,LOW,JPCDY5643J,0,0,XXXXXXXX7999,0,1,0,,1,0,-11045.0,0,1,0,2025-01-01 10:18:39,0,0,Pune,Maharashtra,Retired,DEVANSH SHUKLA,0,0,0,0,0,0,45960,1
usr45962,ayushman andra,HHTTX4482Q,054756939619,02-15-1967,Lucknow,Uttar Pradesh,Not Available,Retired,13/06/2024 03:39 PM,KYC_DONE,high,USR45962,APPROVED,HIGH,HHTTX4482Q,0,0,054756939619,0,0,0,1967-02-15 00:00:00,0,0,,1,0,1,2024-06-13 15:39:00,0,0,Lucknow,Uttar Pradesh,Retired,AYUSHMAN ANDRA,0,0,0,0,0,0,45962,1
usr45965,Chakradhar Golla,EWCVP5327Z,064115585493,24/03/1964,Jalandar,Punjab,25426,Farmer,1709347730,V,low,USR45965,APPROVED,LOW,EWCVP5327Z,0,0,064115585493,0,0,0,1964-03-24 00:00:00,0,0,25426.0,0,0,0,2024-03-02 02:48:50,0,0,Jalandhar,Punjab,Farmer,CHAKRADHAR GOLLA,0,0,0,0,0,0,45965,1
USR45966,Yutika Sehga1,,348000760425,-287575653,pune,Maharashtra,"INR 18,591",Self Employed,2025/06/23,VERIFIED,LOW,USR45966,APPROVED,LOW,,1,0,348000760425,0,0,0,1960-11-20 13:52:27,0,0,18591.0,0,0,0,2025-06-23 00:00:00,0,0,Pune,Maharashtra,Self Employed,YUTIKA SEHGA1,0,0,0,0,0,0,45966,1
USR45967,Hredhaan Zachariah,MRVJD-8496-D,112872249559,1985-12-14 22:46:47,jalandhar,Punjab,22.9k,Farmer,07-Nov-2025,PENDING,high,USR45967,PENDING,HIGH,MRVJD8496D,0,0,112872249559,0,0,0,1985-12-14 22:46:47,0,0,22900.0,0,0,0,2025-11-07 00:00:00,0,0,Jalandhar,Punjab,Farmer,HREDHAAN ZACHARIAH,1,0,0,0,0,0,45967,2
USR45968,Nidhi Pillai,SBXEQ8350Y,8146567772,1974/12/14,Madras,Tamil Nadu,25969,Retired,10-23-2024,VERIFIED,LOW,USR45968,APPROVED,LOW,SBXEQ8350Y,0,0,8146567772,0,0,1,1974-12-14 00:00:00,0,0,25969.0,0,0,0,2024-10-23 00:00:00,0,0,Chennai,Tamil Nadu,Retired,NIDHI PILLAI,0,0,0,0,0,0,45968,1
USR45977,Elijah Chaudhary,BSNHB7937G,1483-4426-4049,23/08/1988 12:23 AM,amritsar,Punjab,"Rs. 18,616",Business Owner,12-25-2024,PENDING,Medium,USR45977,PENDING,MEDIUM,BSNHB7937G,0,0,148344264049,0,0,0,1988-08-23 00:23:00,0,0,18616.0,0,0,0,2024-12-25 00:00:00,0,0,Amritsar,Punjab,Business Owner,ELIJAH CHAUDHARY,0,0,0,0,0,0,45977,1
USR45980,aachal madan,GOGWY2722J,4671 5030 8627,1980-07-02 00:21:35,Poona,Maharashtra,"₹15,071",Self Employed,16/11/2024 04:06 AM,APPROVED,LOW,USR45980,APPROVED,LOW,GOGWY2722J,0,0,467150308627,0,0,0,1980-07-02 00:21:35,0,0,15071.0,0,0,0,2024-11-16 04:06:00,0,0,Pune,Maharashtra,Self Employed,AACHAL MADAN,0,0,0,0,0,0,45980,1
USR45983,faris dar,QJKXM4024D,0641-6481-0172,,Amritsar,Punjab,,Salaried,1711311549,APPROVED,LOW,USR45983,APPROVED,LOW,QJKXM4024D,0,0,064164810172,0,0,0,,1,0,,1,0,0,2024-03-24 20:19:09,0,0,Amritsar,Punjab,Salaried,FARIS DAR,0,0,0,0,0,0,45983,1
USR45986,Bhavini Chaudhry,HUNGY8605Q,2574-4653-6236,2006/10/20,Jalandhar,Punjab,"Rs. 28,015",Business Owner,2025/12/10,V,Low,USR45986,APPROVED,LOW,HUNGY8605Q,0,0,257446536236,0,0,0,2006-10-20 00:00:00,0,0,28015.0,0,0,0,2025-12-10 00:00:00,0,0,Jalandhar,Punjab,Business Owner,BHAVINI CHAUDHRY,0,0,0,0,0,0,45986,1
45994,Kashish Ramakrishnan,SDZNF6391Y,140005079701,31-Mar-1975,LDH,Punjab,42979,Unemployed,2024-11-19 22:10:00,APPROVED,LOW,45994,APPROVED,LOW,SDZNF6391Y,0,0,140005079701,0,0,0,1975-03-31 00:00:00,0,0,42979.0,0,0,0,2024-11-19 22:10:00,0,0,Ludhiana,Punjab,Unemployed,KASHISH RAMAKRISHNAN,0,0,0,0,0,0,45994,1
USR45996,Tamanna Chand,YYHLR 5633 B,098846834912,05-08-2001,Kolkata,West Bengal,11872,Unemployed,2025-01-29 20:28:25,Verified,Low,USR45996,APPROVED,LOW,YYHLR5633B,0,0,098846834912,0,0,0,2001-05-08 00:00:00,0,0,11872.0,0,0,0,2025-01-29 20:28:25,0,0,Kolkata,West Bengal,Unemployed,TAMANNA CHAND,0,0,0,0,0,0,45996,1
USR45999,LOGAN TANDON,GWQOM0902K,501261036697,596683957,amritsar,Punjab,19979,Unemployed,2024/11/25,Done,MEDIUM,USR45999,APPROVED,MEDIUM,GWQOM0902K,0,0,501261036697,0,0,0,1988-11-28 01:32:37,0,0,19979.0,0,0,0,2024-11-25 00:00:00,0,0,Amritsar,Punjab,Unemployed,LOGAN TANDON,0,0,0,0,0,0,45999,1
USR-46003,Inaya Bail,QR0LF7618R,381979270826,1973-06-30 16:04:47,Jaipur,Rajasthan,"Rs. 59,272",Student,10/01/2026,Reject,MEDIUM,USR46003,REJECTED,MEDIUM,QR0LF7618R,0,1,381979270826,0,0,0,1973-06-30 16:04:47,0,0,59272.0,0,0,0,2026-01-10 00:00:00,0,0,Jaipur,Rajasthan,Student,INAYA BAIL,0,0,0,0,0,0,46003,1
USR46004,Chandran Badal,IXHBQ3378L,117302858802,05/07/1994,bengaluru,Karnataka,-7244,Business Owner,02/07/2025 03:24 AM,VERIFIED,Low,USR46004,APPROVED,LOW,IXHBQ3378L,0,0,117302858802,0,0,0,1994-07-05 00:00:00,0,0,-7244.0,0,1,0,2025-07-02 03:24:00,0,0,Bengaluru,Karnataka,Business Owner,CHANDRAN BADAL,0,1,1,1,1,4,46004,2
USR46006,Anamika Tank,INZOD0291N,3263 4385 7539,06/06/1981 10:50 AM,ludhiana,Punjab,"INR 18,959",Self Employed,,APPROVED,LOW,USR46006,APPROVED,LOW,INZOD0291N,0,0,326343857539,0,0,0,1981-06-06 10:50:00,0,0,18959.0,0,0,0,,1,0,Ludhiana,Punjab,Self Employed,ANAMIKA TANK,1,1,1,1,1,4,46006,5
USR46008,  Faris Solanki  ,QURIE0603Y,943474016655,640529863,pune,Maharashtra,"INR 24,863",Farmer,,KYC_DONE,Low,USR46008,APPROVED,LOW,QURIE0603Y,0,0,943474016655,0,0,0,1990-04-19 12:57:43,0,0,24863.0,0,0,0,,1,0,Pune,Maharashtra,Farmer,FARIS SOLANKI,0,1,1,1,1,4,46008,2
USR46009,Amruta Pradhan,,7180-0595-0638,05/10/1995,pune,Maharashtra,40752,Salaried,2026/01/24,Done,Low,USR46009,APPROVED,LOW,,1,0,718005950638,0,0,0,1995-10-05 00:00:00,0,0,40752.0,0,0,0,2026-01-24 00:00:00,0,0,Pune,Maharashtra,Salaried,AMRUTA PRADHAN,0,0,0,0,0,0,46009,1
USR46014,zinal apte,NLLOP4417U,0885-0240-0772,23/01/1996,Calcutta,West Bengal,49991,Retired,27/01/2026 10:13 PM,Reject,LOW,USR46014,REJECTED,LOW,NLLOP4417U,0,0,088502400772,0,0,0,1996-01-23 00:00:00,0,0,49991.0,0,0,0,2026-01-27 22:13:00,0,0,Kolkata,West Bengal,Retired,ZINAL APTE,0,0,0,0,0,0,46014,1
USR46019,Keya Banik,ZJJRT9554B,9485-0401-6898,13/08/1973,chennai,Tamil Nadu,"₹22,411",Retired,,Verified,low,USR46019,APPROVED,LOW,ZJJRT9554B,0,0,948504016898,0,0,0,1973-08-13 00:00:00,0,0,22411.0,0,0,0,,1,0,Chennai,Tamil Nadu,Retired,KEYA BANIK,0,0,0,0,0,0,46019,1
USR46028,Vasatika Jhaveri,UUYBG4538O,7324-2791-8190,11-23-1989,mumbai,Maharashtra,30802,Unemployed,01-18-2025,Done,LOW,USR46028,APPROVED,LOW,UUYBG4538O,0,0,732427918190,0,0,0,1989-11-23 00:00:00,0,0,30802.0,0,0,0,2025-01-18 00:00:00,0,0,Mumbai,Maharashtra,Unemployed,VASATIKA JHAVERI,0,0,0,0,0,0,46028,1
USR46030,Danie1 Sengupta,GXEEP5940Q,866042679390,13-Aug-1995,Calcutta,West Bengal,16069,Gig Worker,,Done,low,USR46030,APPROVED,LOW,GXEEP5940Q,0,0,866042679390,0,0,0,1995-08-13 00:00:00,0,0,16069.0,0,0,0,,1,0,Kolkata,West Bengal,Gig Worker,DANIE1 SENGUPTA,0,1,1,1,1,4,46030,2
USR46032,  Urvi Varughese  ,GRRLQ7585G,2610-3803-6785,1980-07-12 17:20:42,DELHI,Delhi,"INR 24,113",Salaried,02-11-2026,Done,Medium,USR46032,APPROVED,MEDIUM,GRRLQ7585G,0,0,261038036785,0,0,0,1980-07-12 17:20:42,0,0,24113.0,0,0,0,2026-11-02 00:00:00,0,1,Delhi,Delhi,Salaried,URVI VARUGHESE,0,0,0,0,0,0,46032,1
USR46038,ekaja mall,VFHXI9342C,824294612526,15-Jun-1987,Dilli,Delhi,28028,Freelancer,22-Oct-2024,PENDING,Medium,USR46038,PENDING,MEDIUM,VFHXI9342C,0,0,824294612526,0,0,0,1987-06-15 00:00:00,0,0,28028.0,0,0,0,2024-10-22 00:00:00,0,0,Delhi,Delhi,Freelancer,EKAJA MALL,0,0,0,0,0,0,46038,1
usr46042,Wyatt Acharya,RHFRC2336C,XXXX-XXXX-2061,26-Apr-1992,Jaipur,Rajasthan,"₹11,502",Gig Worker,2024/01/24,VERIFIED,medium,USR46042,APPROVED,MEDIUM,RHFRC2336C,0,0,XXXXXXXX2061,0,1,0,1992-04-26 00:00:00,0,0,11502.0,0,0,0,2024-01-24 00:00:00,0,0,Jaipur,Rajasthan,Gig Worker,WYATT ACHARYA,0,0,0,0,0,0,46042,1
46045,Vasatika Bhargava,fquzl1095g,2027-7236-5090,1980/07/20,Lucknow,Uttar Pradesh,19133,Retired,07-Sep-2025,IN_PROGRESS,LOW,46045,IN_PROGRESS,LOW,FQUZL1095G,0,0,202772365090,0,0,0,1980-07-20 00:00:00,0,0,19133.0,0,0,0,2025-09-07 00:00:00,0,0,Lucknow,Uttar Pradesh,Retired,VASATIKA BHARGAVA,0,0,0,0,0,0,46045,1
USR46049,Qasim Ganesh,GZCWQ2831J,046577779103,23/02/1986,Ludhiana,Punjab,"₹19,102",Unemployed,05-May-2025,VERIFIED,LOW,USR46049,APPROVED,LOW,GZCWQ2831J,0,0,046577779103,0,0,0,1986-02-23 00:00:00,0,0,19102.0,0,0,0,2025-05-05 00:00:00,0,0,Ludhiana,Punjab,Unemployed,QASIM GANESH,1,1,0,1,1,3,46049,2
USR46050,Max Lala,zlfdt6675x,,31/03/1961 10:04 AM,Mumbay,Maharashtra,64217,Retired,10/01/2026,V,low,USR46050,APPROVED,LOW,ZLFDT6675X,0,0,,1,0,0,1961-03-31 10:04:00,0,0,64217.0,0,0,0,2026-01-10 00:00:00,0,0,Mumbai,Maharashtra,Retired,MAX LALA,0,0,0,0,0,0,46050,1
USR 46054,UnnatiWalia,FRIZE7891Q,XXXX-XXXX-8285,,lucknow,Uttar Pradesh,-8038,Freelancer,30/04/2024,Pending,Low,USR46054,PENDING,LOW,FRIZE7891Q,0,0,XXXXXXXX8285,0,1,0,,1,0,-8038.0,0,1,0,2024-04-30 00:00:00,0,0,Lucknow,Uttar Pradesh,Freelancer,UNNATIWALIA,0,0,0,0,0,0,46054,1
usr_46056,Xavier Dewan,PTDXM8204D,XXXX-XXXX-3860,02/11/1962 07:42 PM,kolkata,West Bengal,23154,Self Employed,2025/09/29,V,low,USR46056,APPROVED,LOW,PTDXM8204D,0,0,XXXXXXXX3860,0,1,0,1962-11-02 19:42:00,0,0,23154.0,0,0,0,2025-09-29 00:00:00,0,0,Kolkata,West Bengal,Self Employed,XAVIER DEWAN,0,0,0,0,0,0,46056,1
USR 46059,  Thomas Sule  ,PSVRA5489V,136010175972,2004/07/08,Pune,Maharashtra,,Unemployed,01-09-2024,REJECTED,Medium,USR46059,REJECTED,MEDIUM,PSVRA5489V,0,0,136010175972,0,0,0,2004-07-08 00:00:00,0,0,,1,0,0,2024-09-01 00:00:00,0,0,Pune,Maharashtra,Unemployed,THOMAS SULE,0,0,0,0,0,0,46059,1
USR 46061,Amara Kale,BCHKI4876W,,06-21-1977,Madras,Tamil Nadu,"₹35,535",Student,03-08-2024,Verified,LOW,USR46061,APPROVED,LOW,BCHKI4876W,0,0,,1,0,0,1977-06-21 00:00:00,0,0,35535.0,0,0,0,2024-08-03 00:00:00,0,0,Chennai,Tamil Nadu,Student,AMARA KALE,0,0,0,0,0,0,46061,1
USR46063,Yadavi Vasa,RDCFR3480R,9531-5768-1474,04-Oct-1981,Ludhiana,Punjab,37905,Student,21/02/2024,VERIFIED,High,USR46063,APPROVED,HIGH,RDCFR3480R,0,0,953157681474,0,0,0,1981-10-04 00:00:00,0,0,37905.0,0,0,0,2024-02-21 00:00:00,0,0,Ludhiana,Punjab,Student,YADAVI VASA,0,1,1,0,1,3,46063,2
USR46064,YADAVI WALLA,TIFLW-6521-F,890100082029,14/10/1974 12:21 PM,Lucknow,Uttar Pradesh,Not Available,Freelancer,15/02/2026,Verified,medium,USR46064,APPROVED,MEDIUM,TIFLW6521F,0,0,890100082029,0,0,0,1974-10-14 12:21:00,0,0,,1,0,1,2026-02-15 00:00:00,0,0,Lucknow,Uttar Pradesh,Freelancer,YADAVI WALLA,0,0,0,0,0,0,46064,1
USR46065,Maya Bhatt,TPKYF4784C,,07-22-2003,Bengaluru,Karnataka,62571,Business Owner,15/04/2025,KYC_DONE,Medium,USR46065,APPROVED,MEDIUM,TPKYF4784C,0,0,,1,0,0,2003-07-22 00:00:00,0,0,62571.0,0,0,0,2025-04-15 00:00:00,0,0,Bengaluru,Karnataka,Business Owner,MAYA BHATT,0,0,0,0,0,0,46065,1
USR46068,  Nathan Barad  ,OTLET 1402 A,1650 9432 6771,-232441776,Delhi,Delhi,16338,Farmer,21/11/2025,V,LOW,USR46068,APPROVED,LOW,OTLET1402A,0,0,165094326771,0,0,0,1962-08-20 16:50:24,0,0,16338.0,0,0,0,2025-11-21 00:00:00,0,0,Delhi,Delhi,Farmer,NATHAN BARAD,0,0,0,0,0,0,46068,1
USR46070,Tanvi Ranganathan,YKGZK3554O,7444 0727 3970,04/06/1991,Pune,Maharashtra,14611,Business Owner,,Pending,Low,USR46070,PENDING,LOW,YKGZK3554O,0,0,744407273970,0,0,0,1991-06-04 00:00:00,0,0,14611.0,0,0,0,,1,0,Pune,Maharashtra,Business Owner,TANVI RANGANATHAN,0,0,0,0,0,0,46070,1
46071,Siya Raja,HWRMP7278V,3612 7484 9478,,Amritsar,Punjab,"₹47,635",Freelancer,,VERIFIED,high,46071,APPROVED,HIGH,HWRMP7278V,0,0,361274849478,0,0,0,,1,0,47635.0,0,0,0,,1,0,Amritsar,Punjab,Freelancer,SIYA RAJA,0,0,0,0,0,0,46071,1
USR46072,Jhalak Dutta,MJDAE3904J,7524322320,06-29-1985,Lucknow,Uttar Pradesh,16.0k,Business Owner,24-Aug-2024,VERIFIED,LOW,USR46072,APPROVED,LOW,MJDAE3904J,0,0,7524322320,0,0,1,1985-06-29 00:00:00,0,0,16000.0,0,0,0,2024-08-24 00:00:00,0,0,Lucknow,Uttar Pradesh,Business Owner,JHALAK DUTTA,1,0,0,0,0,0,46072,2
USR46074,Suhani Balakrishnan,qwiqt2721p,7405 7901 5709,1990/07/06,LDH,Punjab,Not Available,Unemployed,09/03/2024 01:57 PM,APPROVED,LOW,USR46074,APPROVED,LOW,QWIQT2721P,0,0,740579015709,0,0,0,1990-07-06 00:00:00,0,0,,1,0,1,2024-03-09 13:57:00,0,0,Ludhiana,Punjab,Unemployed,SUHANI BALAKRISHNAN,0,0,0,0,0,0,46074,1
USR46075,  Vritti Sharaf  ,,2284-6088-0821,06-17-2000,Ludhiana,Punjab,20616,Gig Worker,07-14-2024,Done,medium,USR46075,APPROVED,MEDIUM,,1,0,228460880821,0,0,0,2000-06-17 00:00:00,0,0,20616.0,0,0,0,2024-07-14 00:00:00,0,0,Ludhiana,Punjab,Gig Worker,VRITTI SHARAF,0,0,0,0,0,0,46075,1
USR46085,Chasmum Wali,NZNIR2525I,,25-Nov-1982,Hyderabad,Telangana,30487,Freelancer,31-Aug-2025,APPROVED,MEDIUM,USR46085,APPROVED,MEDIUM,NZNIR2525I,0,0,,1,0,0,1982-11-25 00:00:00,0,0,30487.0,0,0,0,2025-08-31 00:00:00,0,0,Hyderabad,Telangana,Freelancer,CHASMUM WALI,0,0,0,0,0,0,46085,1
USR46086,REHAAN VIG,BKJEE1804,1549-0993-2971,08-26-1991,Hyderabad,Telangana,64018,Retired,2024-03-01 08:05:14,V,High,USR46086,APPROVED,HIGH,BKJEE1804,0,1,154909932971,0,0,0,1991-08-26 00:00:00,0,0,64018.0,0,0,0,2024-03-01 08:05:14,0,0,Hyderabad,Telangana,Retired,REHAAN VIG,0,0,0,0,0,0,46086,1
