merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,mcc_clean,business_type_clean,merchant_category_clean,onboarding_date_clean,missing_onboarding_date_flag,invalid_onboarding_date_flag,settlement_account_clean,missing_settlement_account_flag,masked_settlement_account_flag,declared_avg_ticket_clean,missing_avg_ticket_flag,negative_avg_ticket_flag,merchant_id_core,merchant_category_conflict_flag,merchant_business_type_conflict_flag,merchant_status_conflict_flag,merchant_conflict_score,merchant_record_count
MCH6654,Tella Group,5812,Restaurant,SOLE_PROPRIETOR,HYDERABAD,Telangana,,,Active,"Rs. 1,438",MCH6654,5812,Sole Proprietor,Food & Restaurants,,1,0,,1,0,1438.0,0,0,6654,1,1,1,3,2
mch6656,uppal llc,5812.0,FOOD_SERVICES,INDIVIDUAL,LDH,Punjab,11-Oct-2023,XXXX4591,ACTIVE,488.8,MCH6656,5812,Individual,Food & Restaurants,2023-10-11 00:00:00,0,0,XXXX4591,0,1,488.8,0,0,6656,0,0,0,0,1
MCH6657,Atwal-Sarraf,05411,Grocery,partnership,Hyd,Telangana,,,Enabled,Rs. 804,MCH6657,5411,Partnership,Grocery,,1,0,,1,0,804.0,0,0,6657,0,0,0,0,1
MCH6660,BISWAS GROUP,4131,Transportation,SOLE-PROPRIETOR,chennai,Tamil Nadu,1742337052,,A,204.05,MCH6660,4131,Sole Proprietor,Transportation,2025-03-18 22:30:52,0,0,,1,0,204.05,0,0,6660,1,0,1,2,2
MCH6662,Din-Gour,5999,Misc Retail,INDIVIDUAL,Poona,Maharashtra,2024/02/26,XXXX2767,ACTIVE,"3,959.93",MCH6662,5999,Individual,Other Retail,2024-02-26 00:00:00,0,0,XXXX2767,0,1,3959.93,0,0,6662,0,0,0,0,1
mch6665,WadhwaInc,5311.0,Department Store,PRIVATE-LIMITED,New Delhi,Delhi,05-Jul-2025,,ACTIVE,1714.72,MCH6665,5311,Private Limited,Department Stores,2025-07-05 00:00:00,0,0,,1,0,1714.72,0,0,6665,0,0,0,0,1
MCH6666,  Baral Inc  ,05699,Clothing,Individual,Bengaluru,Karnataka,2025/12/22,DXHD9016941179950,Active,381.87,MCH6666,5699,Individual,Clothing,2025-12-22 00:00:00,0,0,DXHD9016941179950,0,1,381.87,0,0,6666,1,1,1,3,2
MCH 6667,Konda-Jain,05912,Pharmacy,Sole Proprietor,Hyderabad,Telangana,16/10/2024,,A,2831.62,MCH6667,5912,Sole Proprietor,Pharmacy & Medical,2024-10-16 00:00:00,0,0,,1,0,2831.62,0,0,6667,0,0,0,0,1
MCH6670,SAWHNEY INC,5411,Grocery Stores,INDIVIDUAL,BLR,Karnataka,01-17-2026,XXXX5717,Live,-2332.15,MCH6670,5411,Individual,Grocery,2026-01-17 00:00:00,0,0,XXXX5717,0,1,-2332.15,0,1,6670,0,0,0,0,1
MCH6671,Chandran-Dada,5699.0,Clothing,PARTNERSHIP,amritsar,Punjab,12/04/2023,6648722960,ACTIVE,"₹2,579.50",MCH6671,5699,Partnership,Clothing,2023-04-12 00:00:00,0,0,6648722960,0,0,2579.5,0,0,6671,0,0,0,0,1
MCH 6672,nagarajan inc,5812,FOOD_SERVICES,Partnership,lucknow,Uttar Pradesh,11-Oct-2024,,Live,9245.49,MCH6672,5812,Partnership,Food & Restaurants,2024-10-11 00:00:00,0,0,,1,0,9245.49,0,0,6672,0,1,0,1,2
MCH 6675,Vora and Sons,,CLOTHS,PARTNERSHIP,Ludhiana,Punjab,31/07/2025,XXXX5119,Live,769.28,MCH6675,,Partnership,Unknown,2025-07-31 00:00:00,0,0,XXXX5119,0,1,769.28,0,0,6675,0,0,0,0,1
MCH6676,Balakrishnan-Baral,4131,Transport,PARTNERSHIP,chennai,Tamil Nadu,1754129871,,A,"₹1,126.87",MCH6676,4131,Partnership,Transportation,2025-08-02 10:17:51,0,0,,1,0,1126.87,0,0,6676,0,0,0,0,1
MCH6677,"DESHMUKH, CHOUDHRY AND LAD",5912.0,MEDICAL_STORE,PRIVATE_LIMITED,Jalandhar,Punjab,2024/12/05,,Disabled,"₹2,949.00",MCH6677,5912,Private Limited,Pharmacy & Medical,2024-12-05 00:00:00,0,0,,1,0,2949.0,0,0,6677,0,0,0,0,1
MCH6680,Vaidya-Agrawal,5999,Misc Retail,PARTNERSHIP,New Delhi,Delhi,28/05/2025,,Enabled,,MCH6680,5999,Partnership,Other Retail,2025-05-28 00:00:00,0,0,,1,0,,1,0,6680,0,0,0,0,1
MCH6681,Baria PLC,4131,Bus/Taxi,INDIVIDUAL,DELHI,Delhi,17-Feb-2026,0443076547,INACTIVE,"Rs. 1,343",MCH6681,4131,Individual,Transportation,2026-02-17 00:00:00,0,0,0443076547,0,0,1343.0,0,0,6681,0,0,0,0,1
MCH6683,Pai Inc,5411.0,Grocery,Individual,Madras,Tamil Nadu,29/11/2025 12:42 AM,XSXE7944444672498,Live,-808.55,MCH6683,5411,Individual,Grocery,2025-11-29 00:42:00,0,0,XSXE7944444672498,0,1,-808.55,0,1,6683,1,0,1,2,2
MCH-6692,  Parekh Group  ,5942,Book Store,Partnership,ASR,Punjab,23/12/2023,XXXX5642,A,"Rs. 3,070",MCH6692,5942,Partnership,Books & Stationery,2023-12-23 00:00:00,0,0,XXXX5642,0,1,3070.0,0,0,6692,1,1,0,2,3
MCH6697,ANDRA-SENGUPTA,5411,GROCERY_STORE,Partnership,BLR,Karnataka,10-09-2025,,Disabled,1006.44,MCH6697,5411,Partnership,Grocery,2025-10-09 00:00:00,0,0,,1,0,1006.44,0,0,6697,1,1,1,3,2
6700,RAVI LTD,4814,TELECOM,partnership,pune,Maharashtra,,,Enabled,INR 219.11,6700,4814,Partnership,Telecom,,1,0,,1,0,219.11,0,0,6700,0,0,0,0,1
mch6707,Kari Ltd,,Books,Sole Proprietor,Bangalore,Karnataka,21/06/2025,8891593046,Enabled,1949.47,MCH6707,,Sole Proprietor,Unknown,2025-06-21 00:00:00,0,0,8891593046,0,0,1949.47,0,0,6707,1,1,1,3,2
MCH6708,Soman and Sons,5912,MEDICAL_STORE,private_limited,LDH,Punjab,2025/06/03,9694442119,Enabled,Rs. 957,MCH6708,5912,Private Limited,Pharmacy & Medical,2025-06-03 00:00:00,0,0,9694442119,0,0,957.0,0,0,6708,1,1,1,3,2
MCH6711,Loyal-Srinivasan,5411,Grocery,PARTNERSHIP,HYDERABAD,Telangana,15-Jun-2025,XXXX4153,Disabled,931.24,MCH6711,5411,Partnership,Grocery,2025-06-15 00:00:00,0,0,XXXX4153,0,1,931.24,0,0,6711,0,0,0,0,1
MCH6716,Shan PLC,5699,garments,partnership,Amritsar,Punjab,2025/09/07,XXXX2064,A,"₹1,208.93",MCH6716,5699,Partnership,Clothing,2025-09-07 00:00:00,0,0,XXXX2064,0,1,1208.93,0,0,6716,0,0,0,0,1
MCH-6718,Chaudry-Ramachandran,4814,phone service,Individual,lucknow,Uttar Pradesh,2024/07/19,XXXX5658,Active,1635.83,MCH6718,4814,Individual,Telecom,2024-07-19 00:00:00,0,0,XXXX5658,0,1,1635.83,0,0,6718,0,0,0,0,1
MCH6720,"dhingra, shukla and edwin",5912,Medical,PARTNERSHIP,amritsar,Punjab,07/08/2025,XXXX5057,Live,Rs. 638,MCH6720,5912,Partnership,Pharmacy & Medical,2025-08-07 00:00:00,0,0,XXXX5057,0,1,638.0,0,0,6720,0,0,0,0,1
MCH6721,Pradhan-Taneja,5411,Grocery Stores,INDIVIDUAL,BLR,Karnataka,,XXXX4118,Live,433.36,MCH6721,5411,Individual,Grocery,,1,0,XXXX4118,0,1,433.36,0,0,6721,1,0,0,1,2
MCH6722,bhagat llc,5999,Misc Retail,Sole Proprietor,Bombay,Maharashtra,05-13-2023,,ACTIVE,211.13,MCH6722,5999,Sole Proprietor,Other Retail,2023-05-13 00:00:00,0,0,,1,0,211.13,0,0,6722,1,1,1,3,2
MCH6726,Boase-Chatterjee,7011,Hotels,Individual,Chennai,Tamil Nadu,1712733384,,Suspended,"INR 1,583.09",MCH6726,7011,Individual,Hotels & Hospitality,2024-04-10 07:16:24,0,0,,1,0,1583.09,0,0,6726,0,0,0,0,1
MCH6729,  Khatri and Sons  ,misc,Medical,PARTNERSHIP,Madras,Tamil Nadu,07-01-2023,TABO6915851442100,Active,,MCH6729,,Partnership,Unknown,2023-07-01 00:00:00,0,0,TABO6915851442100,0,0,,1,0,6729,1,0,0,1,2
MCH6730,"Babu, Sarma and Setty",5912,chemist,Partnership,Lucknow,Uttar Pradesh,2023/10/28,XXXX4738,ACTIVE,1118.53,MCH6730,5912,Partnership,Pharmacy & Medical,2023-10-28 00:00:00,0,0,XXXX4738,0,1,1118.53,0,0,6730,0,0,0,0,1
MCH6731,ThakurPLC,05812,eating place,Individual,Hyd,Telangana,25/10/2025,,Enabled,₹305.30,MCH6731,5812,Individual,Food & Restaurants,2025-10-25 00:00:00,0,0,,1,0,305.3,0,0,6731,1,1,1,3,4
MCH 6737,Kohli Inc,5942,books_stationery,PARTNERSHIP,ludhiana,Punjab,06/07/2023,7394942754,Active,675.29,MCH6737,5942,Partnership,Books & Stationery,2023-07-06 00:00:00,0,0,7394942754,0,0,675.29,0,0,6737,0,0,1,1,2
6738,"Jain, Kothari and Subramanian",4814.0,Telecom,individual,Delhi,Delhi,1765063583,MCPW5267667383117,I,"₹1,846.61",6738,4814,Individual,Telecom,2025-12-06 23:26:23,0,0,MCPW5267667383117,0,0,1846.61,0,0,6738,1,0,1,2,2
MCH6741,PARIKH-BHATT,7011,Hotel,PARTNERSHIP,DELHI,Delhi,06-20-2025,,Hold,664.53,MCH6741,7011,Partnership,Hotels & Hospitality,2025-06-20 00:00:00,0,0,,1,0,664.53,0,0,6741,0,0,0,0,1
MCH6742,"Garde, Chaudhry and Mistry",07011,Hospitality,Sole Proprietor,jalandhar,Punjab,03-May-2024,,ACTIVE,Rs. 646,MCH6742,7011,Sole Proprietor,Hotels & Hospitality,2024-05-03 00:00:00,0,0,,1,0,646.0,0,0,6742,1,1,1,3,2
MCH6743,Patla Inc,4814,Mobile Recharge,PRIVATE_LIMITED,MUMBAI,Maharashtra,2026/02/20,EOKT5528330953242,ACTIVE,,MCH6743,4814,Private Limited,Telecom,2026-02-20 00:00:00,0,0,EOKT5528330953242,0,0,,1,0,6743,1,1,1,3,5
MCH6744,GREWAL INC,5999,Miscellaneous,PRIVATE_LIMITED,Hyd,Telangana,12-01-2023,,Active,"INR 1,886.71",MCH6744,5999,Private Limited,Other Retail,2023-12-01 00:00:00,0,0,,1,0,1886.71,0,0,6744,0,0,0,0,1
MCH6745,Chaudry PLC,7011,Hospitality,individual,Lucknow,Uttar Pradesh,05-16-2023,,INACTIVE,"₹2,605.91",MCH6745,7011,Individual,Hotels & Hospitality,2023-05-16 00:00:00,0,0,,1,0,2605.91,0,0,6745,0,0,0,0,1
MCH6746,"Tank, Chanda and Kothari",5411.0,Grocery Stores,PRIVATE_LIMITED,Ludhiana,Punjab,04-Feb-2024,2882499145,A,2445.51,MCH6746,5411,Private Limited,Grocery,2024-02-04 00:00:00,0,0,2882499145,0,0,2445.51,0,0,6746,0,0,0,0,1
MCH6748,Sathe Inc,MCC-5411,Grocery Stores,SOLE_PROPRIETOR,kolkata,West Bengal,07/05/2023,,INACTIVE,"₹1,451.17",MCH6748,5411,Sole Proprietor,Grocery,2023-05-07 00:00:00,0,0,,1,0,1451.17,0,0,6748,0,0,0,0,1
MCH6751,Jhaveri-Rege,5942,Book Store,private_limited,Jalandhar,Punjab,30/07/2023,,Active,1649.91,MCH6751,5942,Private Limited,Books & Stationery,2023-07-30 00:00:00,0,0,,1,0,1649.91,0,0,6751,0,0,0,0,1
MCH6755,Subramaniam Inc,7011,Hospitality,partnership,delhi,Delhi,23-Mar-2024,,Live,"1,535.05",MCH6755,7011,Partnership,Hotels & Hospitality,2024-03-23 00:00:00,0,0,,1,0,1535.05,0,0,6755,0,0,0,0,1
MCH6756,Mangal PLC,5812,Restaurants,INDIVIDUAL,kolkata,West Bengal,21/12/2024,XXXX7752,Active,689.85,MCH6756,5812,Individual,Food & Restaurants,2024-12-21 00:00:00,0,0,XXXX7752,0,1,689.85,0,0,6756,0,0,0,0,1
MCH6757,Brar-Saha,5942,Books,sole_proprietor,Ludhiana,Punjab,2024/05/09,NTTY4243627390116,Active,INR 602.25,MCH6757,5942,Sole Proprietor,Books & Stationery,2024-05-09 00:00:00,0,0,NTTY4243627390116,0,0,602.25,0,0,6757,0,0,0,0,1
MCH6758,"Kaul, Vyas and Bobal",5912,chemist,Sole Proprietor,jaipur,Rajasthan,,OLOU3337406191926,Active,1560.09,MCH6758,5912,Sole Proprietor,Pharmacy & Medical,,1,0,OLOU3337406191926,0,0,1560.09,0,0,6758,0,0,0,0,1
MCH6764,rama-vora,4131,transprt,PARTNERSHIP,Hyderabad,Telangana,2025-08-22 07:58:18,XXXX1624,Active,INR 892.82,MCH6764,4131,Partnership,Transportation,2025-08-22 07:58:18,0,0,XXXX1624,0,1,892.82,0,0,6764,0,0,0,0,1
MCH6765,Sengupta-Keer,5912,chemist,INDIVIDUAL,New Delhi,Delhi,17-Nov-2025,XXXX7076,ACTIVE,"₹1,250.47",MCH6765,5912,Individual,Pharmacy & Medical,2025-11-17 00:00:00,0,0,XXXX7076,0,1,1250.47,0,0,6765,1,1,1,3,3
MCH6770,CHAUDHARI-DEWAN,5942,Books,Sole Proprietor,JPR,Rajasthan,,,Live,1139.41,MCH6770,5942,Sole Proprietor,Books & Stationery,,1,0,,1,0,1139.41,0,0,6770,0,0,0,0,1
MCH6772,"Sarin,KaleandBava",5411,groceries,Individual,Amritsar,Punjab,12/03/2024,4810020944,INACTIVE,893.58,MCH6772,5411,Individual,Grocery,2024-03-12 00:00:00,0,0,4810020944,0,0,893.58,0,0,6772,0,0,0,0,1
MCH6773,"parmar, sahota and rajagopalan",05999,Miscellaneous,SOLE-PROPRIETOR,Poona,Maharashtra,23/02/2024,GSZT9943608461358,Enabled,3042.0,MCH6773,5999,Sole Proprietor,Other Retail,2024-02-23 00:00:00,0,0,GSZT9943608461358,0,0,3042.0,0,0,6773,0,0,0,0,1
MCH6774,PARSA LTD,5699,CLOTHS,PRIVATE_LIMITED,ASR,Punjab,17/01/2023,,Live,"2,007.14",MCH6774,5699,Private Limited,Clothing,2023-01-17 00:00:00,0,0,,1,0,2007.14,0,0,6774,0,0,0,0,1
mch6775,La11 Gr0up,5999,Retail Other,private_limited,chennai,Tamil Nadu,,WEWN8816151774902,INACTIVE,₹196.61,MCH6775,5999,Private Limited,Other Retail,,1,0,WEWN8816151774902,0,0,196.61,0,0,6775,0,0,0,0,1
6776,  Hari-Tak  ,4131,Transport,SOLE-PROPRIETOR,Jalandhar,Punjab,25-May-2025,MRFF6144887569600,Inactive,1189.41,6776,4131,Sole Proprietor,Transportation,2025-05-25 00:00:00,0,0,MRFF6144887569600,0,0,1189.41,0,0,6776,1,1,1,3,3
MCH6777,LALL-DATE,5411,groceries,PARTNERSHIP,LKO,Uttar Pradesh,2023-12-20 14:05:11,XXXX6676,Enabled,1143.87,MCH6777,5411,Partnership,Grocery,2023-12-20 14:05:11,0,0,XXXX6676,0,1,1143.87,0,0,6777,0,0,0,0,1
MCH 6780,"  Bhatia, Dalal and Kapur  ",5999,Retail Other,PRIVATE_LIMITED,jalandhar,Punjab,2025-05-24 00:31:32,,ACTIVE,-10952.74,MCH6780,5999,Private Limited,Other Retail,2025-05-24 00:31:32,0,0,,1,0,-10952.74,0,1,6780,0,0,0,0,1
MCH6782,  Basu PLC  ,05812,FOOD_SERVICES,Private Limited,delhi,Delhi,08-30-2025,,ACTIVE,-406.96,MCH6782,5812,Private Limited,Food & Restaurants,2025-08-30 00:00:00,0,0,,1,0,-406.96,0,1,6782,1,0,1,2,2
MCH6783,"Deep, Pall and Suri",5912,medical,INDIVIDUAL,LKO,Uttar Pradesh,28/11/2025 01:45 PM,,Live,"Rs. 1,131",MCH6783,5912,Individual,Pharmacy & Medical,2025-11-28 13:45:00,0,0,,1,0,1131.0,0,0,6783,1,0,1,2,3
MCH6785,rai llc,7011,HOTEL_LODGING,Sole Proprietor,Chennai,Tamil Nadu,1733042445,,A,2498.92,MCH6785,7011,Sole Proprietor,Hotels & Hospitality,2024-12-01 08:40:45,0,0,,1,0,2498.92,0,0,6785,0,0,0,0,1
MCH 6789,Sanghvi-Garg,5699,Apparel,Individual,kolkata,West Bengal,,XXXX2367,Live,8043.93,MCH6789,5699,Individual,Clothing,,1,0,XXXX2367,0,1,8043.93,0,0,6789,0,0,0,0,1
MCH6795,"Hans, Majumdar and Mangat",5999,Misc Retail,individual,Hyderabad,Telangana,05-Jun-2023,,Live,1573.9,MCH6795,5999,Individual,Other Retail,2023-06-05 00:00:00,0,0,,1,0,1573.9,0,0,6795,0,0,0,0,1
MCH6802,"deo, vohra and palla",5311.0,Department Store,PRIVATE_LIMITED,Delhi,Delhi,04-11-2024,,Active,"INR 1,823.92",MCH6802,5311,Private Limited,Department Stores,2024-04-11 00:00:00,0,0,,1,0,1823.92,0,0,6802,0,0,0,0,1
MCH6803,  Babu-Aggarwal  ,5942,Stationery,Partnership,Pune,Maharashtra,24-May-2025,KCIX8411550946242,A,"INR 2,653.94",MCH6803,5942,Partnership,Books & Stationery,2025-05-24 00:00:00,0,0,KCIX8411550946242,0,1,2653.94,0,0,6803,0,0,0,0,1
MCH6804,Johal and Sons,5699,CLOTHS,SOLE-PROPRIETOR,chennai,Tamil Nadu,13/10/2025,9253208573,INACTIVE,"INR 4,018.13",MCH6804,5699,Sole Proprietor,Clothing,2025-10-13 00:00:00,0,0,9253208573,0,0,4018.13,0,0,6804,0,0,0,0,1
6805,Dora Ltd,05311,Department Store,PRIVATE-LIMITED,mumbai,Maharashtra,17-Sep-2025,4896284694,A,371.73,6805,5311,Private Limited,Department Stores,2025-09-17 00:00:00,0,0,4896284694,0,0,371.73,0,0,6805,0,0,0,0,1
MCH6806,Badal-Bhasin,5411,GROCERY_STORE,INDIVIDUAL,HYDERABAD,Telangana,05-Dec-2025,,A,23208.4,MCH6806,5411,Individual,Grocery,2025-12-05 00:00:00,0,0,,1,0,23208.4,0,0,6806,1,1,0,2,2
mch6809,  Reddy-Bhatt  ,,Clothing,Partnership,BLR,Karnataka,2024/08/05,,Active,"Rs. 2,382",MCH6809,,Partnership,Unknown,2024-08-05 00:00:00,0,0,,1,0,2382.0,0,0,6809,0,0,0,0,1
MCH6812,"Gade, Badami and Choudhary",4814,Mobile Recharge,sole_proprietor,ASR,Punjab,2023/12/21,,Active,-200.21,MCH6812,4814,Sole Proprietor,Telecom,2023-12-21 00:00:00,0,0,,1,0,-200.21,0,1,6812,0,0,0,0,1
mch6814,Gara-Seth,4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,07-02-2024,2121833537,ACTIVE,-1223.19,MCH6814,4814,Private Limited,Telecom,2024-07-02 00:00:00,0,0,2121833537,0,0,-1223.19,0,1,6814,0,0,0,0,1
mch6815,"Borra, Talwar and Jha",4814.0,Telecom,PARTNERSHIP,Jalandar,Punjab,,0561076238,Enabled,750.82,MCH6815,4814,Partnership,Telecom,,1,0,0561076238,0,0,750.82,0,0,6815,0,0,0,0,1
MCH6816,Muni-Bakshi,,Book Store,PRIVATE_LIMITED,MUMBAI,Maharashtra,1760902580,3427916602,S,"1,412.92",MCH6816,,Private Limited,Unknown,2025-10-19 19:36:20,0,0,3427916602,0,0,1412.92,0,0,6816,0,0,0,0,1
MCH6818,"Halder, Tata and Chand",7011,Hotels,Sole Proprietor,kolkata,West Bengal,20-Apr-2025,,A,Rs. 233,MCH6818,7011,Sole Proprietor,Hotels & Hospitality,2025-04-20 00:00:00,0,0,,1,0,233.0,0,0,6818,1,1,1,3,3
MCH6819,"ARYA, BASSI AND KAUR",,retail other,Partnership,amritsar,Punjab,11-19-2025,,Active,"2,433.05",MCH6819,,Partnership,Unknown,2025-11-19 00:00:00,0,0,,1,0,2433.05,0,0,6819,1,1,1,3,3
MCH6822,"Sankar, Deol and Goswami",4814,Telecom,SOLE-PROPRIETOR,jaipur,Rajasthan,31-Mar-2025,XXXX2270,Closed,-1194.99,MCH6822,4814,Sole Proprietor,Telecom,2025-03-31 00:00:00,0,0,XXXX2270,0,1,-1194.99,0,1,6822,0,0,0,0,1
MCH6824,"  Talwar, Ramesh and Hora  ",,BOOKS_STATIONERY,SOLE-PROPRIETOR,Bangalore,Karnataka,09-10-2023,XXXX8796,ACTIVE,"INR 3,249.65",MCH6824,,Sole Proprietor,Unknown,2023-09-10 00:00:00,0,0,XXXX8796,0,1,3249.65,0,0,6824,0,0,0,0,1
MCH6825,Biswas-Nadig,5999,Other,sole_proprietor,Jalandhar,Punjab,12/10/2023 10:16 AM,FNXI2179536432243,Hold,872.49,MCH6825,5999,Sole Proprietor,Other Retail,2023-10-12 10:16:00,0,0,FNXI2179536432243,0,1,872.49,0,0,6825,1,1,1,3,2
MCH6827,Mangat and Sons,5912,chemist,SOLE-PROPRIETOR,Jalandar,Punjab,,4120235225,Enabled,1859.4,MCH6827,5912,Sole Proprietor,Pharmacy & Medical,,1,0,4120235225,0,0,1859.4,0,0,6827,0,0,0,0,1
MCH6828,Warrior-Bhardwaj,04814,Telecom,Partnership,Lucknow,Uttar Pradesh,2023/06/01,NTMS5038197940684,A,2500.44,MCH6828,4814,Partnership,Telecom,2023-06-01 00:00:00,0,0,NTMS5038197940684,0,0,2500.44,0,0,6828,0,0,0,0,1
MCH6829,"Natarajan, Thaker and Aggarwal",5912.0,MEDICAL_STORE,SOLE_PROPRIETOR,MUMBAI,Maharashtra,2024/01/24,,Live,"₹1,746.05",MCH6829,5912,Sole Proprietor,Pharmacy & Medical,2024-01-24 00:00:00,0,0,,1,0,1746.05,0,0,6829,0,0,0,0,1
MCH6831,"Kothari, De and Arora",5999,Retail Other,Individual,Kolkata,West Bengal,17/11/2025 04:43 PM,FVLK6104664273261,SUSPENDED,,MCH6831,5999,Individual,Other Retail,2025-11-17 16:43:00,0,0,FVLK6104664273261,0,0,,1,0,6831,1,1,1,3,2
MCH-6832,"Chaudry, Barman and Patla",5812,Restaurant,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2024/09/03,3762925357,Inactive,617.14,MCH6832,5812,Sole Proprietor,Food & Restaurants,2024-09-03 00:00:00,0,0,3762925357,0,0,617.14,0,0,6832,0,0,0,0,1
MCH6836,Gola-Rout,5999,Miscellaneous,sole_proprietor,bengaluru,Karnataka,2025/12/03,6402935239,Blocked,"INR 2,040.92",MCH6836,5999,Sole Proprietor,Other Retail,2025-12-03 00:00:00,0,0,6402935239,0,0,2040.92,0,0,6836,0,0,0,0,1
MCH6837,Oommen-Thaker,,BOOKS_STATIONERY,INDIVIDUAL,jalandhar,Punjab,11/10/2025 04:08 PM,6324216769,ACTIVE,1750.4,MCH6837,,Individual,Unknown,2025-10-11 16:08:00,0,0,6324216769,0,0,1750.4,0,0,6837,1,1,1,3,3
MCH6838,Wali-Nair,5912,chemist,Private Limited,DELHI,Delhi,11-12-2023,3622849709,Live,1461.29,MCH6838,5912,Private Limited,Pharmacy & Medical,2023-11-12 00:00:00,0,0,3622849709,0,0,1461.29,0,0,6838,0,0,0,0,1
MCH-6839,Saha LLC,5411,groceries,INDIVIDUAL,Chennai,Tamil Nadu,07-20-2025,XXXX2777,Active,1531.04,MCH6839,5411,Individual,Grocery,2025-07-20 00:00:00,0,0,XXXX2777,0,1,1531.04,0,0,6839,1,1,1,3,3
MCH6840,saini group,5411.0,Grocery,PRIVATE-LIMITED,bengaluru,Karnataka,2024/09/15,4326022170,A,-731.68,MCH6840,5411,Private Limited,Grocery,2024-09-15 00:00:00,0,0,4326022170,0,0,-731.68,0,1,6840,0,0,0,0,1
MCH6843,Gupta Gr0up,05942,Book Store,SOLE-PROPRIETOR,Jaipur,Rajasthan,,WRES2664733004628,Active,825.48,MCH6843,5942,Sole Proprietor,Books & Stationery,,1,0,WRES2664733004628,0,0,825.48,0,0,6843,1,1,1,3,3
mch6844,"bedi, gill and dube",MCC-7011,Hospitality,Partnership,Kolkata,West Bengal,11/06/2025,MUIE3650763763562,ACTIVE,INR 713.58,MCH6844,7011,Partnership,Hotels & Hospitality,2025-06-11 00:00:00,0,0,MUIE3650763763562,0,0,713.58,0,0,6844,0,0,0,0,1
MCH6848,Dora LLC,5311,Department Store,PARTNERSHIP,Chennai,Tamil Nadu,1758406998,DUSD7272281625368,Active,"₹1,272.49",MCH6848,5311,Partnership,Department Stores,2025-09-20 22:23:18,0,0,DUSD7272281625368,0,0,1272.49,0,0,6848,0,0,0,0,1
MCH6851,Chaudhary and S0ns,4131,transprt,individual,kolkata,West Bengal,04-03-2023,XXXX0557,ACTIVE,"INR 4,509.31",MCH6851,4131,Individual,Transportation,2023-04-03 00:00:00,0,0,XXXX0557,0,1,4509.31,0,0,6851,0,0,0,0,1
MCH6852,Swamy-Srinivas,4814,TELECOM,PRIVATE-LIMITED,Madras,Tamil Nadu,,SOKG3294393943682,Active,-449.44,MCH6852,4814,Private Limited,Telecom,,1,0,SOKG3294393943682,0,0,-449.44,0,1,6852,0,0,0,0,1
MCH 6853,Prashad PLC,7011,Hotel,private_limited,Dilli,Delhi,13/06/2024,KVIV4494971706487,Live,410.64,MCH6853,7011,Private Limited,Hotels & Hospitality,2024-06-13 00:00:00,0,0,KVIV4494971706487,0,0,410.64,0,0,6853,0,0,0,0,1
MCH6854,Singh-Pandya,5942,BOOKS_STATIONERY,PARTNERSHIP,amritsar,Punjab,2023-07-22 14:48:37,,Live,Rs. 353,MCH6854,5942,Partnership,Books & Stationery,2023-07-22 14:48:37,0,0,,1,0,353.0,0,0,6854,0,0,0,0,1
MCH6855,"Soman, Ravel and Anand",5411.0,groceries,Private Limited,kolkata,West Bengal,06-Feb-2026,XXXX2710,Active,1385.58,MCH6855,5411,Private Limited,Grocery,2026-02-06 00:00:00,0,0,XXXX2710,0,1,1385.58,0,0,6855,0,0,0,0,1
MCH6856,"  Dalal, Morar and Gala  ",07011,Hospitality,PRIVATE-LIMITED,Madras,Tamil Nadu,2025-11-18 11:40:38,XXXX3477,Active,-1373.13,MCH6856,7011,Private Limited,Hotels & Hospitality,2025-11-18 11:40:38,0,0,XXXX3477,0,1,-1373.13,0,1,6856,0,0,0,0,1
MCH6857,Barad and Sons,7011,Hotel,partnership,Jalandar,Punjab,2025-09-24 12:38:27,8351493566,Active,"INR 2,452.63",MCH6857,7011,Partnership,Hotels & Hospitality,2025-09-24 12:38:27,0,0,8351493566,0,0,2452.63,0,0,6857,0,0,0,0,1
mch6860,buch plc,5699,Apparel,PRIVATE_LIMITED,Calcutta,West Bengal,09-Jan-2025,,Enabled,Rs. 364,MCH6860,5699,Private Limited,Clothing,2025-01-09 00:00:00,0,0,,1,0,364.0,0,0,6860,0,0,0,0,1
MCH6861,Gandhi-Shukla,,kirana,partnership,Kolkata,West Bengal,09-Jan-2024,,Enabled,"Rs. 1,540",MCH6861,,Partnership,Unknown,2024-01-09 00:00:00,0,0,,1,0,1540.0,0,0,6861,1,1,0,2,2
mch6862,Misra-Dada,4814,TELECOM,PRIVATE_LIMITED,Kolkata,West Bengal,12-Aug-2025,XXXX0069,Live,Rs. 736,MCH6862,4814,Private Limited,Telecom,2025-08-12 00:00:00,0,0,XXXX0069,0,1,736.0,0,0,6862,1,0,1,2,2
MCH6863,Mani Group,5311,DEPT_STORE,individual,JPR,Rajasthan,30-May-2024,EJVY0425294699404,Enabled,"Rs. 2,985",MCH6863,5311,Individual,Department Stores,2024-05-30 00:00:00,0,0,EJVY0425294699404,0,0,2985.0,0,0,6863,0,0,0,0,1
